theater_id,name,location,city,state,,,
TH_8218,Cinepolis,Nagpur 425,Nagpur,Maharashtra,,,
TH_8219,PVR Cinemas,Coimbatore 480,Coimbatore,Tamil Nadu,,,
TH_8220,Miraj Cinemas,Chennai 346,Chennai,Tamil Nadu,,,
TH_8221,Cinepolis,Bhavnagar 402,Bhavnagar,Gujarat,,,
TH_8222,INOX,Mumbai 50,Mumbai,Maharashtra,,,
TH_8223,Miraj Cinemas,Durgapur 499,Durgapur,West Bengal,,,
TH_8224,Wave Cinemas,Patiala 467,Patiala,Punjab,,,
TH_8225,Miraj Cinemas,Madurai 201,Madurai,Tamil Nadu,,,
TH_8226,Cinepolis,Kota 267,Kota,Rajasthan,,,
TH_8227,Carnival Cinemas,Pune 132,Pune,Maharashtra,,,
TH_8228,PVR Cinemas,Ludhiana 459,Ludhiana,Punjab,,,
TH_8229,Cinepolis,Ahmedabad 477,Ahmedabad,Gujarat,,,
TH_8230,Cinepolis,Surat 309,Surat,Gujarat,,,
TH_8231,Wave Cinemas,Ajmer 485,Ajmer,Rajasthan,,,
TH_8232,Wave Cinemas,Mangalore 191,Mangalore,Karnataka,,,
TH_8233,Wave Cinemas,Durgapur 249,Durgapur,West Bengal,,,
TH_8234,Wave Cinemas,Udaipur 292,Udaipur,Rajasthan,,,
TH_8235,Carnival Cinemas,Pune 479,Pune,Maharashtra,,,
TH_8236,Cinepolis,Mysore 257,Mysore,Karnataka,,,
TH_8237,PVR Cinemas,Gwalior 112,Gwalior,Madhya Pradesh,,,
TH_8238,Cinepolis,Varanasi 187,Varanasi,Uttar Pradesh,,,
TH_8239,Cinepolis,Hubli 72,Hubli,Karnataka,,,
TH_8240,Miraj Cinemas,Nagpur 321,Nagpur,Maharashtra,,,
TH_8241,Carnival Cinemas,Kolkata 142,Kolkata,West Bengal,,,
TH_8242,Miraj Cinemas,Hubli 81,Hubli,Karnataka,,,
TH_8243,PVR Cinemas,Siliguri 68,Siliguri,West Bengal,,,
TH_8244,INOX,Bhavnagar 441,Bhavnagar,Gujarat,,,
TH_8245,PVR Cinemas,Purnia 243,Purnia,Bihar,,,
TH_8246,PVR Cinemas,Thane 78,Thane,Maharashtra,,,
TH_8247,INOX,Nagpur 489,Nagpur,Maharashtra,,,
TH_8248,INOX,Madurai 480,Madurai,Tamil Nadu,,,
TH_8249,Carnival Cinemas,Bhopal 459,Bhopal,Madhya Pradesh,,,
TH_8250,Miraj Cinemas,Jabalpur 244,Jabalpur,Madhya Pradesh,,,
TH_8251,Wave Cinemas,Thane 307,Thane,Maharashtra,,,
TH_8252,Cinepolis,Bathinda 469,Bathinda,Punjab,,,
TH_8253,Cinepolis,Meerut 277,Meerut,Uttar Pradesh,,,
TH_8254,INOX,Asansol 227,Asansol,West Bengal,,,
TH_8255,Cinepolis,Ajmer 385,Ajmer,Rajasthan,,,
TH_8256,PVR Cinemas,Belgaum 156,Belgaum,Karnataka,,,
TH_8257,INOX,Nagpur 255,Nagpur,Maharashtra,,,
TH_8258,PVR Cinemas,Patna 208,Patna,Bihar,,,
TH_8259,Cinepolis,Kanpur 109,Kanpur,Uttar Pradesh,,,
TH_8260,Miraj Cinemas,Ludhiana 17,Ludhiana,Punjab,,,
TH_8261,Wave Cinemas,Asansol 38,Asansol,West Bengal,,,
TH_8262,Miraj Cinemas,Jodhpur 122,Jodhpur,Rajasthan,,,
TH_8263,Cinepolis,Kota 235,Kota,Rajasthan,,,
TH_8264,PVR Cinemas,Udaipur 33,Udaipur,Rajasthan,,,
TH_8265,Miraj Cinemas,Thane 434,Thane,Maharashtra,,,
TH_8266,PVR Cinemas,Muzaffarpur 116,Muzaffarpur,Bihar,,,
TH_8267,INOX,Nashik 344,Nashik,Maharashtra,,,
TH_8268,Wave Cinemas,Udaipur 379,Udaipur,Rajasthan,,,
TH_8269,Cinepolis,Bathinda 194,Bathinda,Punjab,,,
TH_8270,Cinepolis,Varanasi 272,Varanasi,Uttar Pradesh,,,
TH_8271,Wave Cinemas,Ludhiana 330,Ludhiana,Punjab,,,
TH_8272,Cinepolis,Amritsar 312,Amritsar,Punjab,,,
TH_8273,PVR Cinemas,Tiruchirappalli 419,Tiruchirappalli,Tamil Nadu,,,
TH_8274,Cinepolis,Asansol 174,Asansol,West Bengal,,,
TH_8275,INOX,Vadodara 209,Vadodara,Gujarat,,,
TH_8276,Miraj Cinemas,Patiala 165,Patiala,Punjab,,,
TH_8277,INOX,Meerut 152,Meerut,Uttar Pradesh,,,
TH_8278,INOX,Siliguri 487,Siliguri,West Bengal,,,
TH_8279,INOX,Jaipur 291,Jaipur,Rajasthan,,,
TH_8280,Cinepolis,Belgaum 238,Belgaum,Karnataka,,,
TH_8281,Miraj Cinemas,Varanasi 28,Varanasi,Uttar Pradesh,,,
TH_8282,Cinepolis,Kolkata 436,Kolkata,West Bengal,,,
TH_8283,PVR Cinemas,Jalandhar 338,Jalandhar,Punjab,,,
TH_8284,INOX,Patna 52,Patna,Bihar,,,
TH_8285,PVR Cinemas,Ujjain 262,Ujjain,Madhya Pradesh,,,
TH_8286,INOX,Varanasi 89,Varanasi,Uttar Pradesh,,,
TH_8287,Wave Cinemas,Nashik 70,Nashik,Maharashtra,,,
TH_8288,Cinepolis,Siliguri 335,Siliguri,West Bengal,,,
TH_8289,PVR Cinemas,Ahmedabad 324,Ahmedabad,Gujarat,,,
TH_8290,Wave Cinemas,Surat 428,Surat,Gujarat,,,
TH_8291,Carnival Cinemas,Kota 169,Kota,Rajasthan,,,
TH_8292,PVR Cinemas,Madurai 59,Madurai,Tamil Nadu,,,
TH_8293,INOX,Ahmedabad 321,Ahmedabad,Gujarat,,,
TH_8294,INOX,Vadodara 293,Vadodara,Gujarat,,,
TH_8295,INOX,Bhavnagar 27,Bhavnagar,Gujarat,,,
TH_8296,Cinepolis,Jabalpur 145,Jabalpur,Madhya Pradesh,,,
TH_8297,Miraj Cinemas,Nashik 404,Nashik,Maharashtra,,,
TH_8298,PVR Cinemas,Coimbatore 94,Coimbatore,Tamil Nadu,,,
TH_8299,PVR Cinemas,Bathinda 57,Bathinda,Punjab,,,
TH_8300,Miraj Cinemas,Patna 75,Patna,Bihar,,,
TH_8301,Cinepolis,Asansol 168,Asansol,West Bengal,,,
TH_8302,Wave Cinemas,Ajmer 32,Ajmer,Rajasthan,,,
TH_8303,INOX,Bhagalpur 391,Bhagalpur,Bihar,,,
TH_8304,Cinepolis,Thane 191,Thane,Maharashtra,,,
TH_8305,INOX,Ajmer 491,Ajmer,Rajasthan,,,
TH_8306,Cinepolis,Bhavnagar 66,Bhavnagar,Gujarat,,,
TH_8307,Cinepolis,Rajkot 173,Rajkot,Gujarat,,,
TH_8308,INOX,Surat 24,Surat,Gujarat,,,
TH_8309,Cinepolis,Udaipur 120,Udaipur,Rajasthan,,,
TH_8310,Carnival Cinemas,Indore 49,Indore,Madhya Pradesh,,,
TH_8311,INOX,Nagpur 240,Nagpur,Maharashtra,,,
TH_8312,PVR Cinemas,Kota 400,Kota,Rajasthan,,,
TH_8313,Miraj Cinemas,Surat 75,Surat,Gujarat,,,
TH_8314,Wave Cinemas,Agra 191,Agra,Uttar Pradesh,,,
TH_8315,Cinepolis,Ujjain 362,Ujjain,Madhya Pradesh,,,
TH_8316,PVR Cinemas,Bangalore 414,Bangalore,Karnataka,,,
TH_8317,PVR Cinemas,Chennai 56,Chennai,Tamil Nadu,,,
TH_8318,INOX,Amritsar 27,Amritsar,Punjab,,,
TH_8319,PVR Cinemas,Coimbatore 422,Coimbatore,Tamil Nadu,,,
TH_8320,Miraj Cinemas,Ajmer 181,Ajmer,Rajasthan,,,
TH_8321,PVR Cinemas,Bathinda 120,Bathinda,Punjab,,,
TH_8322,INOX,Bhopal 316,Bhopal,Madhya Pradesh,,,
TH_8323,Wave Cinemas,Ahmedabad 321,Ahmedabad,Gujarat,,,
TH_8324,Carnival Cinemas,Ludhiana 295,Ludhiana,Punjab,,,
TH_8325,PVR Cinemas,Bangalore 381,Bangalore,Karnataka,,,
TH_8326,Cinepolis,Tiruchirappalli 458,Tiruchirappalli,Tamil Nadu,,,
TH_8327,Wave Cinemas,Nashik 300,Nashik,Maharashtra,,,
TH_8328,Carnival Cinemas,Bathinda 355,Bathinda,Punjab,,,
TH_8329,Carnival Cinemas,Thane 248,Thane,Maharashtra,,,
TH_8330,Wave Cinemas,Durgapur 202,Durgapur,West Bengal,,,
TH_8331,Cinepolis,Bhavnagar 46,Bhavnagar,Gujarat,,,
TH_8332,Miraj Cinemas,Mumbai 374,Mumbai,Maharashtra,,,
TH_8333,Cinepolis,Ahmedabad 439,Ahmedabad,Gujarat,,,
TH_8334,Miraj Cinemas,Mangalore 394,Mangalore,Karnataka,,,
TH_8335,Miraj Cinemas,Bathinda 215,Bathinda,Punjab,,,
TH_8336,INOX,Howrah 250,Howrah,West Bengal,,,
TH_8337,Carnival Cinemas,Nashik 445,Nashik,Maharashtra,,,
TH_8338,Miraj Cinemas,Jaipur 237,Jaipur,Rajasthan,,,
TH_8339,Miraj Cinemas,Muzaffarpur 444,Muzaffarpur,Bihar,,,
TH_8340,INOX,Udaipur 247,Udaipur,Rajasthan,,,
TH_8341,INOX,Bathinda 324,Bathinda,Punjab,,,
TH_8342,INOX,Siliguri 121,Siliguri,West Bengal,,,
TH_8343,Wave Cinemas,Udaipur 421,Udaipur,Rajasthan,,,
TH_8344,PVR Cinemas,Ahmedabad 154,Ahmedabad,Gujarat,,,
TH_8345,Cinepolis,Surat 228,Surat,Gujarat,,,
TH_8346,Wave Cinemas,Jalandhar 247,Jalandhar,Punjab,,,
TH_8347,Carnival Cinemas,Gwalior 177,Gwalior,Madhya Pradesh,,,
TH_8348,Miraj Cinemas,Bhavnagar 96,Bhavnagar,Gujarat,,,
TH_8349,Wave Cinemas,Muzaffarpur 92,Muzaffarpur,Bihar,,,
TH_8350,Carnival Cinemas,Ludhiana 489,Ludhiana,Punjab,,,
TH_8351,Wave Cinemas,Belgaum 105,Belgaum,Karnataka,,,
TH_8352,Miraj Cinemas,Ujjain 342,Ujjain,Madhya Pradesh,,,
TH_8353,Cinepolis,Asansol 64,Asansol,West Bengal,,,
TH_8354,Wave Cinemas,Vadodara 457,Vadodara,Gujarat,,,
TH_8355,Carnival Cinemas,Bhavnagar 237,Bhavnagar,Gujarat,,,
TH_8356,PVR Cinemas,Chennai 267,Chennai,Tamil Nadu,,,
TH_8357,Carnival Cinemas,Purnia 185,Purnia,Bihar,,,
TH_8358,INOX,Ahmedabad 253,Ahmedabad,Gujarat,,,
TH_8359,PVR Cinemas,Nashik 439,Nashik,Maharashtra,,,
TH_8360,INOX,Ajmer 23,Ajmer,Rajasthan,,,
TH_8361,PVR Cinemas,Purnia 340,Purnia,Bihar,,,
TH_8362,Carnival Cinemas,Coimbatore 48,Coimbatore,Tamil Nadu,,,
TH_8363,Cinepolis,Durgapur 367,Durgapur,West Bengal,,,
TH_8364,Carnival Cinemas,Siliguri 296,Siliguri,West Bengal,,,
TH_8365,Carnival Cinemas,Salem 245,Salem,Tamil Nadu,,,
TH_8366,Wave Cinemas,Kota 500,Kota,Rajasthan,,,
TH_8367,Miraj Cinemas,Ahmedabad 16,Ahmedabad,Gujarat,,,
TH_8368,Wave Cinemas,Meerut 474,Meerut,Uttar Pradesh,,,
TH_8369,Miraj Cinemas,Rajkot 386,Rajkot,Gujarat,,,
TH_8370,PVR Cinemas,Gwalior 175,Gwalior,Madhya Pradesh,,,
TH_8371,Cinepolis,Amritsar 3,Amritsar,Punjab,,,
TH_8372,PVR Cinemas,Hubli 148,Hubli,Karnataka,,,
TH_8373,Cinepolis,Ahmedabad 248,Ahmedabad,Gujarat,,,
TH_8374,Carnival Cinemas,Kolkata 119,Kolkata,West Bengal,,,
TH_8375,Cinepolis,Durgapur 50,Durgapur,West Bengal,,,
TH_8376,INOX,Ludhiana 482,Ludhiana,Punjab,,,
TH_8377,Miraj Cinemas,Thane 301,Thane,Maharashtra,,,
TH_8378,INOX,Bhavnagar 95,Bhavnagar,Gujarat,,,
TH_8379,Wave Cinemas,Ajmer 335,Ajmer,Rajasthan,,,
TH_8380,Cinepolis,Jodhpur 127,Jodhpur,Rajasthan,,,
TH_8381,Cinepolis,Nagpur 60,Nagpur,Maharashtra,,,
TH_8382,Miraj Cinemas,Gwalior 246,Gwalior,Madhya Pradesh,,,
TH_8383,Carnival Cinemas,Jalandhar 17,Jalandhar,Punjab,,,
TH_8384,Cinepolis,Chennai 260,Chennai,Tamil Nadu,,,
TH_8385,PVR Cinemas,Surat 369,Surat,Gujarat,,,
TH_8386,Miraj Cinemas,Pune 88,Pune,Maharashtra,,,
TH_8387,INOX,Indore 82,Indore,Madhya Pradesh,,,
TH_8388,Carnival Cinemas,Salem 369,Salem,Tamil Nadu,,,
TH_8389,Carnival Cinemas,Ajmer 352,Ajmer,Rajasthan,,,
TH_8390,Miraj Cinemas,Belgaum 368,Belgaum,Karnataka,,,
TH_8391,Miraj Cinemas,Bathinda 202,Bathinda,Punjab,,,
TH_8392,Miraj Cinemas,Mysore 414,Mysore,Karnataka,,,
TH_8393,Carnival Cinemas,Pune 73,Pune,Maharashtra,,,
TH_8394,Cinepolis,Pune 469,Pune,Maharashtra,,,
TH_8395,Carnival Cinemas,Gwalior 461,Gwalior,Madhya Pradesh,,,
TH_8396,Cinepolis,Bhavnagar 12,Bhavnagar,Gujarat,,,
TH_8397,INOX,Jabalpur 157,Jabalpur,Madhya Pradesh,,,
TH_8398,Carnival Cinemas,Coimbatore 354,Coimbatore,Tamil Nadu,,,
TH_8399,Carnival Cinemas,Siliguri 37,Siliguri,West Bengal,,,
TH_8400,INOX,Bhavnagar 339,Bhavnagar,Gujarat,,,
TH_8401,Wave Cinemas,Mangalore 115,Mangalore,Karnataka,,,
TH_8402,Cinepolis,Bhopal 158,Bhopal,Madhya Pradesh,,,
TH_8403,Carnival Cinemas,Durgapur 426,Durgapur,West Bengal,,,
TH_8404,Wave Cinemas,Amritsar 312,Amritsar,Punjab,,,
TH_8405,Wave Cinemas,Kolkata 252,Kolkata,West Bengal,,,
TH_8406,Wave Cinemas,Hubli 107,Hubli,Karnataka,,,
TH_8407,Carnival Cinemas,Vadodara 293,Vadodara,Gujarat,,,
TH_8408,Carnival Cinemas,Kota 381,Kota,Rajasthan,,,
TH_8409,Cinepolis,Udaipur 32,Udaipur,Rajasthan,,,
TH_8410,PVR Cinemas,Mangalore 102,Mangalore,Karnataka,,,
TH_8411,Carnival Cinemas,Salem 337,Salem,Tamil Nadu,,,
TH_8412,Miraj Cinemas,Pune 61,Pune,Maharashtra,,,
TH_8413,INOX,Ujjain 49,Ujjain,Madhya Pradesh,,,
TH_8414,INOX,Bhopal 128,Bhopal,Madhya Pradesh,,,
TH_8415,INOX,Jalandhar 160,Jalandhar,Punjab,,,
TH_8416,Miraj Cinemas,Gaya 441,Gaya,Bihar,,,
TH_8417,Miraj Cinemas,Lucknow 361,Lucknow,Uttar Pradesh,,,
TH_8418,Wave Cinemas,Madurai 280,Madurai,Tamil Nadu,,,
TH_8419,INOX,Muzaffarpur 442,Muzaffarpur,Bihar,,,
TH_8420,Carnival Cinemas,Ujjain 410,Ujjain,Madhya Pradesh,,,
TH_8421,PVR Cinemas,Jodhpur 223,Jodhpur,Rajasthan,,,
TH_8422,Cinepolis,Chennai 182,Chennai,Tamil Nadu,,,
TH_8423,Miraj Cinemas,Patna 379,Patna,Bihar,,,
TH_8424,PVR Cinemas,Vadodara 92,Vadodara,Gujarat,,,
TH_8425,INOX,Bathinda 497,Bathinda,Punjab,,,
TH_8426,Wave Cinemas,Ludhiana 450,Ludhiana,Punjab,,,
TH_8427,Wave Cinemas,Bhopal 401,Bhopal,Madhya Pradesh,,,
TH_8428,PVR Cinemas,Agra 191,Agra,Uttar Pradesh,,,
TH_8429,Cinepolis,Patiala 391,Patiala,Punjab,,,
TH_8430,Miraj Cinemas,Asansol 333,Asansol,West Bengal,,,
TH_8431,INOX,Ahmedabad 193,Ahmedabad,Gujarat,,,
TH_8432,PVR Cinemas,Hubli 424,Hubli,Karnataka,,,
TH_8433,Wave Cinemas,Salem 219,Salem,Tamil Nadu,,,
TH_8434,Wave Cinemas,Muzaffarpur 123,Muzaffarpur,Bihar,,,
TH_8435,INOX,Amritsar 488,Amritsar,Punjab,,,
TH_8436,Miraj Cinemas,Gwalior 241,Gwalior,Madhya Pradesh,,,
TH_8437,INOX,Nagpur 377,Nagpur,Maharashtra,,,
TH_8438,Miraj Cinemas,Kota 146,Kota,Rajasthan,,,
TH_8439,Carnival Cinemas,Siliguri 340,Siliguri,West Bengal,,,
TH_8440,PVR Cinemas,Kota 279,Kota,Rajasthan,,,
TH_8441,INOX,Thane 213,Thane,Maharashtra,,,
TH_8442,Carnival Cinemas,Chennai 207,Chennai,Tamil Nadu,,,
TH_8443,PVR Cinemas,Bhopal 277,Bhopal,Madhya Pradesh,,,
TH_8444,INOX,Nagpur 491,Nagpur,Maharashtra,,,
TH_8445,Carnival Cinemas,Coimbatore 159,Coimbatore,Tamil Nadu,,,
TH_8446,Miraj Cinemas,Gwalior 357,Gwalior,Madhya Pradesh,,,
TH_8447,PVR Cinemas,Rajkot 270,Rajkot,Gujarat,,,
TH_8448,Cinepolis,Salem 305,Salem,Tamil Nadu,,,
TH_8449,Wave Cinemas,Indore 399,Indore,Madhya Pradesh,,,
TH_8450,PVR Cinemas,Mangalore 240,Mangalore,Karnataka,,,
TH_8451,Cinepolis,Ahmedabad 340,Ahmedabad,Gujarat,,,
TH_8452,Cinepolis,Kota 32,Kota,Rajasthan,,,
TH_8453,PVR Cinemas,Agra 489,Agra,Uttar Pradesh,,,
TH_8454,Carnival Cinemas,Hubli 436,Hubli,Karnataka,,,
TH_8455,PVR Cinemas,Ahmedabad 447,Ahmedabad,Gujarat,,,
TH_8456,Carnival Cinemas,Vadodara 411,Vadodara,Gujarat,,,
TH_8457,INOX,Madurai 306,Madurai,Tamil Nadu,,,
TH_8458,Carnival Cinemas,Jodhpur 396,Jodhpur,Rajasthan,,,
TH_8459,Wave Cinemas,Tiruchirappalli 163,Tiruchirappalli,Tamil Nadu,,,
TH_8460,Wave Cinemas,Meerut 287,Meerut,Uttar Pradesh,,,
TH_8461,Miraj Cinemas,Mysore 364,Mysore,Karnataka,,,
TH_8462,Wave Cinemas,Salem 190,Salem,Tamil Nadu,,,
TH_8463,Cinepolis,Ludhiana 53,Ludhiana,Punjab,,,
TH_8464,INOX,Muzaffarpur 51,Muzaffarpur,Bihar,,,
TH_8465,PVR Cinemas,Mysore 492,Mysore,Karnataka,,,
TH_8466,Cinepolis,Ludhiana 326,Ludhiana,Punjab,,,
TH_8467,PVR Cinemas,Jabalpur 93,Jabalpur,Madhya Pradesh,,,
TH_8468,PVR Cinemas,Belgaum 176,Belgaum,Karnataka,,,
TH_8469,Miraj Cinemas,Pune 476,Pune,Maharashtra,,,
TH_8470,Cinepolis,Gwalior 254,Gwalior,Madhya Pradesh,,,
TH_8471,Miraj Cinemas,Jalandhar 169,Jalandhar,Punjab,,,
TH_8472,PVR Cinemas,Mangalore 400,Mangalore,Karnataka,,,
TH_8473,INOX,Agra 423,Agra,Uttar Pradesh,,,
TH_8474,Wave Cinemas,Udaipur 357,Udaipur,Rajasthan,,,
TH_8475,INOX,Mumbai 304,Mumbai,Maharashtra,,,
TH_8476,Miraj Cinemas,Bathinda 338,Bathinda,Punjab,,,
TH_8477,Miraj Cinemas,Hubli 159,Hubli,Karnataka,,,
TH_8478,PVR Cinemas,Mumbai 437,Mumbai,Maharashtra,,,
TH_8479,PVR Cinemas,Tiruchirappalli 155,Tiruchirappalli,Tamil Nadu,,,
TH_8480,PVR Cinemas,Jaipur 500,Jaipur,Rajasthan,,,
TH_8481,PVR Cinemas,Ajmer 398,Ajmer,Rajasthan,,,
TH_8482,Miraj Cinemas,Jalandhar 411,Jalandhar,Punjab,,,
TH_8483,Wave Cinemas,Kanpur 398,Kanpur,Uttar Pradesh,,,
TH_8484,INOX,Agra 73,Agra,Uttar Pradesh,,,
TH_8485,Wave Cinemas,Bhagalpur 94,Bhagalpur,Bihar,,,
TH_8486,Cinepolis,Purnia 235,Purnia,Bihar,,,
TH_8487,Miraj Cinemas,Ludhiana 351,Ludhiana,Punjab,,,
TH_8488,Miraj Cinemas,Purnia 228,Purnia,Bihar,,,
TH_8489,Wave Cinemas,Muzaffarpur 411,Muzaffarpur,Bihar,,,
TH_8490,Carnival Cinemas,Howrah 295,Howrah,West Bengal,,,
TH_8491,PVR Cinemas,Salem 208,Salem,Tamil Nadu,,,
TH_8492,Carnival Cinemas,Coimbatore 40,Coimbatore,Tamil Nadu,,,
TH_8493,Wave Cinemas,Bhagalpur 209,Bhagalpur,Bihar,,,
TH_8494,Miraj Cinemas,Howrah 60,Howrah,West Bengal,,,
TH_8495,INOX,Pune 130,Pune,Maharashtra,,,
TH_8496,Cinepolis,Bathinda 360,Bathinda,Punjab,,,
TH_8497,INOX,Rajkot 360,Rajkot,Gujarat,,,
TH_8498,Carnival Cinemas,Coimbatore 495,Coimbatore,Tamil Nadu,,,
TH_8499,Carnival Cinemas,Kolkata 104,Kolkata,West Bengal,,,
TH_8500,Miraj Cinemas,Salem 479,Salem,Tamil Nadu,,,
TH_8501,PVR Cinemas,Nagpur 133,Nagpur,Maharashtra,,,
TH_8502,Carnival Cinemas,Gaya 58,Gaya,Bihar,,,
TH_8503,Cinepolis,Kanpur 422,Kanpur,Uttar Pradesh,,,
TH_8504,Wave Cinemas,Amritsar 396,Amritsar,Punjab,,,
TH_8505,Cinepolis,Kota 250,Kota,Rajasthan,,,
TH_8506,INOX,Belgaum 491,Belgaum,Karnataka,,,
TH_8507,Cinepolis,Siliguri 8,Siliguri,West Bengal,,,
TH_8508,Miraj Cinemas,Jalandhar 402,Jalandhar,Punjab,,,
TH_8509,Wave Cinemas,Vadodara 78,Vadodara,Gujarat,,,
TH_8510,Carnival Cinemas,Kanpur 27,Kanpur,Uttar Pradesh,,,
TH_8511,Cinepolis,Jodhpur 354,Jodhpur,Rajasthan,,,
TH_8512,Miraj Cinemas,Chennai 358,Chennai,Tamil Nadu,,,
TH_8513,Miraj Cinemas,Rajkot 99,Rajkot,Gujarat,,,
TH_8514,Wave Cinemas,Meerut 5,Meerut,Uttar Pradesh,,,
TH_8515,PVR Cinemas,Jodhpur 254,Jodhpur,Rajasthan,,,
TH_8516,PVR Cinemas,Belgaum 31,Belgaum,Karnataka,,,
TH_8517,PVR Cinemas,Varanasi 124,Varanasi,Uttar Pradesh,,,
TH_8518,Miraj Cinemas,Asansol 158,Asansol,West Bengal,,,
TH_8519,Wave Cinemas,Chennai 120,Chennai,Tamil Nadu,,,
TH_8520,Miraj Cinemas,Muzaffarpur 319,Muzaffarpur,Bihar,,,
TH_8521,Miraj Cinemas,Siliguri 454,Siliguri,West Bengal,,,
TH_8522,Cinepolis,Bathinda 375,Bathinda,Punjab,,,
TH_8523,INOX,Patiala 488,Patiala,Punjab,,,
TH_8524,Carnival Cinemas,Lucknow 328,Lucknow,Uttar Pradesh,,,
TH_8525,Miraj Cinemas,Jodhpur 81,Jodhpur,Rajasthan,,,
TH_8526,Wave Cinemas,Kota 322,Kota,Rajasthan,,,
TH_8527,INOX,Hubli 12,Hubli,Karnataka,,,
TH_8528,Miraj Cinemas,Jabalpur 376,Jabalpur,Madhya Pradesh,,,
TH_8529,PVR Cinemas,Siliguri 229,Siliguri,West Bengal,,,
TH_8530,Carnival Cinemas,Vadodara 198,Vadodara,Gujarat,,,
TH_8531,Carnival Cinemas,Jodhpur 438,Jodhpur,Rajasthan,,,
TH_8532,PVR Cinemas,Purnia 428,Purnia,Bihar,,,
TH_8533,Carnival Cinemas,Gaya 200,Gaya,Bihar,,,
TH_8534,Cinepolis,Lucknow 320,Lucknow,Uttar Pradesh,,,
TH_8535,INOX,Ujjain 311,Ujjain,Madhya Pradesh,,,
TH_8536,INOX,Gaya 162,Gaya,Bihar,,,
TH_8537,Wave Cinemas,Bhopal 48,Bhopal,Madhya Pradesh,,,
TH_8538,Cinepolis,Salem 213,Salem,Tamil Nadu,,,
TH_8539,Wave Cinemas,Purnia 83,Purnia,Bihar,,,
TH_8540,Cinepolis,Gwalior 340,Gwalior,Madhya Pradesh,,,
TH_8541,INOX,Bhopal 263,Bhopal,Madhya Pradesh,,,
TH_8542,PVR Cinemas,Nagpur 139,Nagpur,Maharashtra,,,
TH_8543,Carnival Cinemas,Ahmedabad 135,Ahmedabad,Gujarat,,,
TH_8544,Cinepolis,Ujjain 37,Ujjain,Madhya Pradesh,,,
TH_8545,INOX,Salem 123,Salem,Tamil Nadu,,,
TH_8546,Wave Cinemas,Bhavnagar 397,Bhavnagar,Gujarat,,,
TH_8547,Carnival Cinemas,Jaipur 451,Jaipur,Rajasthan,,,
TH_8548,Wave Cinemas,Salem 234,Salem,Tamil Nadu,,,
TH_8549,Miraj Cinemas,Salem 386,Salem,Tamil Nadu,,,
TH_8550,Cinepolis,Agra 211,Agra,Uttar Pradesh,,,
TH_8551,INOX,Gaya 98,Gaya,Bihar,,,
TH_8552,INOX,Surat 38,Surat,Gujarat,,,
TH_8553,INOX,Bathinda 294,Bathinda,Punjab,,,
TH_8554,Cinepolis,Bathinda 441,Bathinda,Punjab,,,
TH_8555,PVR Cinemas,Rajkot 473,Rajkot,Gujarat,,,
TH_8556,Miraj Cinemas,Siliguri 238,Siliguri,West Bengal,,,
TH_8557,PVR Cinemas,Howrah 303,Howrah,West Bengal,,,
TH_8558,Carnival Cinemas,Ludhiana 210,Ludhiana,Punjab,,,
TH_8559,Carnival Cinemas,Agra 189,Agra,Uttar Pradesh,,,
TH_8560,INOX,Purnia 108,Purnia,Bihar,,,
TH_8561,Wave Cinemas,Bathinda 134,Bathinda,Punjab,,,
TH_8562,Wave Cinemas,Bhagalpur 235,Bhagalpur,Bihar,,,
TH_8563,Miraj Cinemas,Kota 153,Kota,Rajasthan,,,
TH_8564,Miraj Cinemas,Udaipur 395,Udaipur,Rajasthan,,,
TH_8565,Carnival Cinemas,Kanpur 7,Kanpur,Uttar Pradesh,,,
TH_8566,Carnival Cinemas,Bangalore 223,Bangalore,Karnataka,,,
TH_8567,Miraj Cinemas,Kota 180,Kota,Rajasthan,,,
TH_8568,INOX,Gaya 185,Gaya,Bihar,,,
TH_8569,PVR Cinemas,Surat 123,Surat,Gujarat,,,
TH_8570,Wave Cinemas,Indore 33,Indore,Madhya Pradesh,,,
TH_8571,Cinepolis,Rajkot 63,Rajkot,Gujarat,,,
TH_8572,PVR Cinemas,Agra 390,Agra,Uttar Pradesh,,,
TH_8573,Carnival Cinemas,Ajmer 237,Ajmer,Rajasthan,,,
TH_8574,Miraj Cinemas,Bathinda 435,Bathinda,Punjab,,,
TH_8575,Cinepolis,Siliguri 250,Siliguri,West Bengal,,,
TH_8576,Wave Cinemas,Purnia 30,Purnia,Bihar,,,
TH_8577,PVR Cinemas,Hubli 87,Hubli,Karnataka,,,
TH_8578,Miraj Cinemas,Mumbai 408,Mumbai,Maharashtra,,,
TH_8579,PVR Cinemas,Amritsar 291,Amritsar,Punjab,,,
TH_8580,INOX,Nagpur 444,Nagpur,Maharashtra,,,
TH_8581,INOX,Jodhpur 67,Jodhpur,Rajasthan,,,
TH_8582,PVR Cinemas,Amritsar 248,Amritsar,Punjab,,,
TH_8583,Cinepolis,Madurai 215,Madurai,Tamil Nadu,,,
TH_8584,Cinepolis,Jabalpur 59,Jabalpur,Madhya Pradesh,,,
TH_8585,INOX,Bathinda 382,Bathinda,Punjab,,,
TH_8586,Cinepolis,Hubli 127,Hubli,Karnataka,,,
TH_8587,Wave Cinemas,Mysore 301,Mysore,Karnataka,,,
